fecha,Ruta,OperadOR,ac_type,all_aboard,cantidad de fallecidos,ground
1994-03-18,"Spokane, Washington",Salair,Douglas DC-3C,2,2,0
1994-03-21,"Weipa, Australia",Aurukun Air Services,Britten-Norman BN-2A-21 Trislander,6,6,0
1994-03-23,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Airbus A310-304,75,75,0
1994-04-03,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,Bell 206B3,5,5,0
1994-04-04,"Amsterdam, Netherlands",KLM Cityhopper,Saab 340B,24,3,0
1994-04-06,"Kigali, Rwanda",Rwanda Government,Dassault Falcon 50,12,12,0
1994-04-06,"Ambato, Ecuador",TAME,de Havilland Canada DHC-6 Twin Otter 300,17,17,0
1994-04-14,Northern Iraq,Military - U.S. Army / Military U.S. Army,Sikorsky UH-60 / Sikorsky UH-60,26,26,0
1994-04-25,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Britten Norman BN-2A-21 Trislander,11,11,0
1994-04-26,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Airbus A300B4-622R,271,264,0
1994-05-07,"Sao Gabriel, Brazil",Rico Taxi Aero,Embraer 110 Bandeirante,16,8,0
1994-05-23,"Loma Linda, Colombia",Arall,Pilatus Britten-Norman BN-2B-27 Islander,11,4,0
1994-05-28,"Near Villavicencio, Colombia",Transoriente Colombia,Douglas DC-3 (C-53D-DO),29,7,0
1994-06-02,"Near Campbeltown, Scotland",Military - Royal Air Force,Boeing Vertol Chinook HC-2 (helicopter),29,29,0
1994-06-06,"Near Xi'an, China",China Northwest Airlines,Tupolev TU-154M,160,160,0
1994-06-13,"Near Uruapan, Mexico",Aerolineas Cuahonte,Swearingen SA.226TC Metro II,9,9,0
1994-06-18,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,12,12,0
1994-06-18,"Chantilly, Virginia",TAESA,Learjet 25D,12,12,0
1994-06-26,"Abidjan, Ivory Coast",Air Ivorie,Fokker F-27 Friendship 400M,17,17,0
1994-06-29,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,Antonov AN-32,70,50,0
1994-06-30,"Toulouse-Blagnac, France",Airbus Industrie,Airbus A330-321,7,7,0
1994-07-01,"Near Tidjika, Mauritania",Air Mauritanie,Fokker F-28 Fellowship 4000,93,80,0
1994-07-02,"Charlotte, North Carolina",USAir,McDonnell Douglas DC-9-30,57,37,0
1994-07-14,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Aerospatiale AS350D,7,3,0
1994-07-17,"Near Fort de France, Martinique",Air Martinique,Britten-Norman BN-2B-26 Islander,6,6,0
1994-07-17,"Boma, Democratic Republic Congo",Sankuru Air Service,Yakovlev 40D,9,5,0
1994-07-19,"Colon, Panama",Alas Chiricanas,Embraer 110P1 Bandeirante,21,21,0
1994-07-26,"East Kalimantan, Indonesia",Airfast Services,Sikorsky S-58ET,18,18,0
1994-08-05,"Near Boda, Russia",Military - Russian Air Force,Antonov AN-12,47,47,0
1994-08-07,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,de Havilland DHC-2,7,6,0
1994-08-10,"Cheju, South Korea",Korean Airlines,Airbus A300B4-622R,160,0,0
1994-08-11,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,de Havilland DHC-2,3,3,0
1994-08-12,"Whiting, New Jersey",Air Taxi - National Helicopters,Bell 206L-4,3,3,0
1994-08-21,"Near Agadir, Morocco",Royal Air Maroc,Aerospatiale ATR-42-300,44,44,0
1994-09-08,"Near Aliquippa, Pennsylvania",USAir,Boeing B-737-3B7,132,132,0
1994-09-13,"Near Abuja, Nigeria",Aerocontroctors - Charter,de Havilland Canada DHC-6 Twin Otter 300,5,3,0
1994-09-17,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,de Havilland Canada DHC-6 Twin Otter 100,4,3,0
1994-09-18,"Tamanrasset, Algeria",Oriental Airlines,BAC One-Eleven 515FB,39,5,0
1994-09-23,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Lockheed L-100-30 Hercules,12,6,0
1994-09-26,"Near Vanavera, Russia",Cheremshanka Airlines,Yakovlev YAK-40,28,28,0
1994-09-28,"Bahia Negra, Paraguay",TAM Paraguay,Douglas C-47D,27,1,0
1994-09-30,"Chaibukha, Russia",Arsenyev Aviation Production Association,Antonov AN-8,20,8,0
1994-10-08,"Mitu, Colombia",SELVA,Antonov AN-32B,10,10,0
1994-10-12,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Fokker F-28 Fellowship 1000,66,66,0
1994-10-14,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Lockheed C-130E,21,21,0
1994-10-26,"Near Cuito, Angola",Military - Angolan Air Force,Mil Mi-8MTV (helicopter),22,22,0
1994-10-29,"Near Ust'-Ilimsk, Russia",Aeronica,Antonov AN-12A,23,23,0
1994-10-29,"Batagaj, Russia",Yakutavia,Antonov AN-2,19,7,0
1994-10-31,"Roselawn, Indiana",American Eagle,ATR-72-212,68,68,0
1994-11-01,"Off Cozumel, Mexico",Transportes Aereos Pegaso,Bell 212,14,14,0
1994-11-04,"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 100,4,4,0
1994-11-05,"Saposa, Peru",SA Amazonica,Yakovlev YAK-40,30,6,0
1994-11-16,"Avenal, California",Ameriflight,Beechcraft C99,1,1,0
1994-11-22,Papua New Guinea,Southwest Air,Britten Norman BN-2A Trislander,7,7,0
1994-11-22,"Bridgeton, Missouri",Trans World Airlines / Private,McDonnell Douglas DC-9-82 / Cessna 441,142,2,0
1994-11-25,"Near Cuito, Angola",Military - Angolan Air Force,Mil Mi-17 (helicopter),22,22,0
1994-12-10,Pacific Ocean,Philippine Air Lines,Boeing B-747-200,293,1,0
1994-12-13,"Morrisville, North Carolina",American Eagle,British Aerospace Jetstream 3201,20,15,0
1994-12-15,"Lobito, Angola",SL Aviation Services,Douglas DC-3,2,2,0
1994-12-17,"Cerro Aicha, Venezuela",Servivensa,Douglas C-47A-10-DK,9,7,0
1994-12-17,"Papua, New Guinea",Missionary Aviation Fellowship,de Havilland Canada DHC-6 Twin Otter 200,28,28,0
1994-12-21,"Coventry, England",Phoenix Aviation,Boeing 737-2D6C,5,5,0
1994-12-26,"Algiers Airport, Algeria",Air France,Airbus A300B2-1C,239,3,0
1994-12-29,"Near Van, Turkey",Turkish Airlines (THY),Boeing B-737-4Y0,76,57,0
1995-01-05,"Isfahan, Iran",Military - Iranian Air Force,Lockheed 1329 Jetstar 8,12,12,0
1995-01-10,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,14,14,0
1995-01-11,"Cartagena, Colombia",Intercontinental de Aviacion,McDonnell Douglas DC-9-14,52,51,0
1995-01-14,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,Bell 206B,4,2,0
1995-01-17,"Kathmandu, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,24,2,0
1995-01-20,"Near Krasnoyarsk, Russia",Abakan Airlines,Let 410UVP,19,3,0
1995-01-20,"Le Bourget, France",Leadair - Charter,Dassault Falcon 20E,10,10,0
1995-02-16,"Kansas City, Missouri",ATI,McDonnell Douglas DC-8-63F,3,3,0
1995-03-16,"Ossora, Russia",Aeroflot,Antonov 26B,10,9,0
1995-03-31,"Near Balotesti, Romania",TAROM (Transporturile Aeriene Romane),Airbus A310-324,60,60,0
1995-04-23,"Lagos, Nigeria",Bristow Helicopters,de Havilland Canada DHC-6 Twin Otter 300,9,1,0
1995-04-29,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Hawker Siddeley HS-748-357/2B SCD,52,52,0
1995-05-01,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Swear. SA-227CC Metro 23/Piper Navajo,8,8,0
1995-05-03,"Quito, Ecuador",American Jet,Grumman Gulfstream II,7,7,0
1995-05-09,"Cerro San Jeronimo, Colombia",ADES Colombia,Curtiss C-46F,9,9,0
1995-05-13,"Near Boise, Idaho",Military - U.S. Air Force,Lockheed C-130E Hercules,6,6,0
1995-05-24,"Near Leeds, England",Knight Air,Embraer 110 P1 Bandeirante,12,12,0
1995-05-25,"Miraflores, Colombia",LACOL,Douglas DC-3C,11,2,0
1995-05-29,"Off Mbour, Senegal",Senegalair,Piper PA-31-310 Navajo,10,6,0
1995-06-09,"Near Palmerston North, New Zealand",Ansett New Zealand,de Havilland Canada DHC-8-102,21,5,0
1995-06-16,"Volgograd, Russia",Volga Air,Antonov 2R,12,12,0
1995-06-16,"Herputchi, Russia",Aeroflot,Antonov AN-2,14,13,0
1995-06-17,"Near Cuvela, Angola",Military - Angolan Air Force,CASA 212-200 Aviocar,48,48,0
1995-06-24,"Lagos, Nigeria",Harka Air Services,Tupolev TU-134A,80,16,0
1995-06-27,"La Romana, Dominican Republic",Salair,Convair CV-440,2,2,0
1995-07-01,"Kiunga, Papua New Guinea",Garamut Aviation,de Havilland Canada C-7A Caribou,3,3,0
1995-07-12,"Gumey, Papua New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,15,15,0
1995-07-17,"Bintuni,  Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,18,1,0
1995-07-18,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Douglas C-47A,34,34,0
1995-07-25,"Near Karamui, Papua New Guinea",Transniugini Airways,Britten-Norman BN-2A Islander,2,2,0
1995-08-02,"Johannesburg, South Africa",Aero Air,Antonov An-2R,3,3,0
1995-08-09,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Hawker Siddeley HS-748 2A,10,10,0
1995-08-09,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Boeing B-737-2H6,65,65,0
1995-08-14,"Nevada del Huila, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,10,10,0
1995-08-21,"Near Carrollton, Georgia",Atlantic Southeast Airlines,Embraer 120-RT Brasilia,29,10,0
1995-09-01,"Near Farewell, Alaska",North Star Air Cargo,Shorts SC-7 Skyvan,1,1,0
1995-09-02,"Beaver Dam, Arizona",Adventure Airlines,Cessna 421C Golden Eagle,8,8,0
1995-09-02,"Toronto, Ontario, Canada",Military - Royal Air Force,British Aerospace Nimrod MR-2P,7,7,0
1995-09-09,"Near La Macarena, Colombia",SAETA,CASA 212 Aviocar 200,22,21,0
1995-09-11,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Antonov AN-26B,51,3,0
1995-09-12,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,81,81,0
1995-09-15,"Tawau,  Malaysia",Malaysia Airlines,Fokker 50,53,34,0
1995-09-21,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Antonov AN-24RV,43,42,0
1995-09-22,"Anchorage, Alaska",Military - U.S. Air Force,Boeing B-707 (E-3B),24,24,0
1995-09-24,"Sterligov Cape, Russia",Norilsk Flight Company,Mil Mi-8T,15,15,0
1995-09-27,"Campbell River, British Columbia, Canada",Western Straits Air,De Havilland Dash-3,10,8,0
1995-10-03,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,CASA 212,14,1,0
1995-10-04,"Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,Mil Mi-8MTV-1,15,15,0
1995-11-09,"Near Luyaba, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 500,53,53,0
1995-11-13,"Kaduna, Nigeria",Nigeria Airways,Boeing B-737-2F9,137,9,0
1995-11-22,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Antonov AN-32,63,63,0
1995-11-29,"Off Labuan, Malaysia",Sabah Air,Bell 412 (helicopter),10,10,0
1995-11-30,"Baku, Azerbaijan",Azerbaijan Airlines,Boeing 707-323C,6,2,0
1995-12-03,"Near Douala, Cameroon",Cameroon Airlines,Boeing B-737-2K9,78,72,0
1995-12-05,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Tupolev TU-134B-3,82,54,0
1995-12-07,"Near Grossevichi, Russia",Far East Aviation,Tupolev TU-154B,98,98,0
1995-12-13,"Verona  - Villafranca, Italy",Romanian Banat Air,Antonov AN-24B,49,49,0
1995-12-18,"Cahungula, Angola",Trans Service Airlift,Lockheed L-188C Electra,144,141,0
1995-12-20,"Near Buga, Valle del Cauca, Colombia",American Airlines,Boeing B-757-223,164,160,0
1995-12-22,"Bagasin, Papua New Guinea",Island Airways,Britten Norman BN-2A-21 Trislander,12,2,0
1996-01-08,"Off Bridgetown, Barbados",Mustique Airways,Britten-Norman BN-2A-27 Islander,10,1,0
1996-01-08,"Kinshasa, Zaire",African Air,Antonov AN-32B,6,2,225
1996-01-18,"Near Kano, Nigeria",Military - Nigerian Air Force,British Aerospace BAe-125-700B,14,14,0
1996-01-22,"Off Point Pedro, Sri Lanka",Military - Sri Lanka Air Force,Mil Mi-17 (helicopter),39,39,0
1996-02-04,"Asuncion, Paraguay",Lineas Aereas del Caribe,McDonnell Douglas DC-8-55F,4,4,24
1996-02-05,"St. Johns, Arizona",Business Air Connection,ConvairCV-440,4,4,0
1996-02-06,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Boeing B-757-225,189,189,0
1996-02-11,"Near Kandahar, Afghanistan",Military - Taliban Militia,0,20,20,0
1996-02-12,"Port-au-Prince, Hati",Hati Express,GAF Nomad N-24A,15,11,0
1996-02-26,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,Lockheed C-130H,91,91,0
1996-02-27,"Near Lukapa, Angola",Aero Tropical,Antonov 12BP,8,8,0
1996-02-29,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Boeing B-737-222,123,123,0
1996-03-09,"Near Mesones Muro, Peru",Military - Peruvian Army Aviation,Mil Mi-17,23,23,0
1996-03-12,"Karabogazgol Bay, Turkmenistan",Akhal Air,Mil Mi-8T (helicopter),12,12,0
1996-04-03,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Boeing B-737-T43,35,35,0
1996-04-05,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Ilyushin IL-76TD,20,20,0
1996-04-05,"Off Matsu Island, Taiwan",Formosa Airlines,Dornier 228-212,17,6,0
1996-04-11,"Cheyenne, Wyoming",Private,Cessna 177B,3,3,0
1996-05-03,"Near Haj Yousif, Sudan",Federal Airlines,Antonov AN-24,53,53,0
1996-05-09,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,de Havilland Canada DHC-3 Otter,2,2,0
1996-05-10,"Otaez, Mexico",Aeroservicios Empresariales de Durango,de Havilland Canada DHC-6 Twin Otter 200,19,16,0
1996-05-11,"Everglades, Miami, Florida",ValuJet,McDonnell Douglas DC-9-32,110,110,0
1996-05-11,"Oumba, Papua New Guinea",Milne Bay Air,Britten Norman BN-2A-20 Trislander,10,1,0
1996-05-19,"Griesta, United Kingdom",Loganair,Britten-Norman BN-2A-26 Islander,3,3,0
1996-06-06,"Kinshasa, Democratic Republic Congo",Hoseba,Ilyushin 76MD,10,10,0
1996-06-09,"Rasht, Iran",Iran Air,Boeing 727-286,7,7,0
1996-06-12,"Near Rollingstone, Queensland  Australia",Military - Australian Army Aviation,Sikorsky S-70 / Sikorsky S-70,28,18,0
1996-06-13,"Fukuoka, Japan",Garuda Indonesia Airlines,McDonnell Douglas DC-10-30,275,3,0
1996-06-21,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Harbin Yunshuji Y-12-II,12,2,0
1996-07-06,"Pensacola, Florida",Delta Air Lines,McDonnell Douglas MD-88,142,2,0
1996-07-09,"Papua, New Guinea",Milne Bay Air,de Havilland Canada DHC-6 Twin Otter 300,20,20,0
1996-07-11,"Near Kanda, India",Archana Airlines,Let 410,9,9,0
1996-07-15,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,Lockheed C-130H,41,34,0
1996-07-17,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),de Havilland Canada DHC-6 Twin Otter 300,18,1,0
1996-07-17,"Off East Moriches, New York",Trans World Airlines,Boeing B-747-131,230,230,0
1996-07-20,"Russian Mission, Alaska",Northern Air Cargo,Douglas DC-6A,4,4,0
1996-07-24,"Near Mergui, Manmar",Myanmar Airways,Fokker F-27 Friendship 600,49,8,0
1996-08-12,"Markham Bay, Canada",First Air,de Havilland Canada DHC-6 Twin Otter 300,2,2,0
1996-08-14,"Near Bronson Creek, British Columbia, Canada",Air North,Douglas DC-4,3,1,0
1996-08-17,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,Lockheed C-130H Hercules,9,9,0
1996-08-18,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,de Havilland Canada DHC-3 Turbo Otter,3,3,0
1996-08-19,"Belgrade, Yugosalvia",Spair Air Transport,Ilyushin IL-76T,12,12,0
1996-08-29,"Near Longyearbyen, Norway",Vnokovo Airlines,Tupolev TU-154M,141,141,0
1996-09-25,"Waddenzee, Netherlands",Dutch Dakota Association,Douglas DC-3C,32,32,0
1996-10-02,"Off Pasamayo, Peru",Aeroperu,Boeing B-757-200,70,70,0
1996-10-03,"Kahemba, Congo",Malu Aviation,de Havilland Canada DHC-6 Twin Otter 200,21,6,0
1996-10-06,"Lukapa, Angola",Savanair,Antonov 12B,19,6,0
1996-10-08,"San Francesco al Campo, Italy",Aeroflot,Antonov An-124,23,2,2
1996-10-22,"Manta, Ecuador",Million Air,Boeing B-707-323C,4,4,30
1996-10-26,"Khanty, Russia",Tyumen Aviatrans,Yakovlev YAK-40,34,5,0
1996-10-31,"Sao Paolo, Brazil",TAM (Brazil),Fokker 100,95,95,3
1996-11-01,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,Embraer 110P1 Bandeirante,16,16,0
1996-11-07,"Lagos, Nigeria",Aviation Development Corporation,Boeing B-727-231,143,143,0
1996-11-07,"Aubusson, France",Jetcom S.A.,Cessna 421C Golden Eagle,8,8,0
1996-11-12,"Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan Airlines,Boeing B-747-168B / Ilyushin IL-76TD,349,349,0
1996-11-14,"Bolchaïa Pyssa, Russia",Komi Avia,Antonov AN-2,15,14,0
1996-11-19,"Quincy, Illinois",United Express  / Private,Beechcraft 1900-C / Beech King Air A90,14,14,0
1996-11-22,"Off Cape Mendocino, CA",Military - U.S. Air Force,Lockheed HC-130P Hercules,11,10,0
1996-11-23,"Off Mitsamiouli, Comoros",Ethiopian Airlines,Boeing B-767-260ER,175,127,0
1996-11-27,"Abakan, Siberia, Russia",Military - Russian Air Force,Ilyushin IL-76MD,23,23,0
1996-11-30,"Medellin, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,15,14,0
1996-12-07,"Banjarmasin, Indonesia",Dirgantara Air Services,CASA 212 Aviocar 100,17,16,2
1996-12-09,"Boise, Idaho",Emery Worldwide,Douglas C-47A,2,2,0
1996-12-17,"Tver, Russia",Military - Russian Air Force,Antonov AN-12,18,18,0
1996-12-21,"Rio Negro, Colombia",SELVA,Antonov An-32B,4,4,0
1996-12-22,"Narrows, Virginia",Airborne Express,McDonnell Douglas DC-8-63F,6,6,0
1996-12-24,"Dorchester, New Hampshire",Aircraft Charter Group Inc,Learjet 35A,2,2,0
1996-12-24,"Near Nellore, India",Military - Indian Air Force,Hindustan Aeronautics 748-2,22,22,0
1997-01-07,"Near Moamoa, Samoa",Polynesian Airlines,de Havilland Canada DHC-6 Twin Otter 300,5,3,0
1997-01-09,"Near Monroe, Michigan",Comair,Embraer 120RT Brasilia,29,29,0
1997-01-29,"Sparrevohn, Alaska",Southcentral Air,de Havilland Canada DHC-4A Caribou,2,1,0
1997-01-31,"Yola, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,16,5,0
1997-02-01,"Tambacoumba, Senegal",Air Senegal,Hawker Siddeley HS-748-353 Srs.2a,52,25,0
1997-02-02,"Near Quiangala, Angola",Force Area Populaire de Angola,CASA 212 Aviocar 200,37,37,0
1997-02-04,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,Sikorsky CH53D / Sikorsky CH53D,73,73,0
1997-02-14,"Carajas, Brazil",Varig,Boeing B-737-2C3,52,1,0
1997-02-19,"Guatemala City, Guatemala",Transpolar,IAI 1124 Westwind,5,5,0
1997-03-12,"Lucapa, Angola",ALADA,Antonov AN-12B,16,16,0
1997-03-13,"Near Mashhad, Iran",Military - Iranian Air Force,Lockheed C-130HF,88,88,0
1997-03-18,"Cherkessk, Russia",Stavropol Airlines,Antonov AN-24RV,50,50,0
1997-04-01,"Tegucigalpa, Honduras",Military - U.S. Air Force,Lockheed C-130H Hercules,10,3,0
1997-04-04,"Griffin, Georgia",Custom Air Service,Aviation Traders ATL-98 Carvair,2,2,0
1997-04-10,"Near Wainwright, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,5,5,0
1997-04-14,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,Fokker F-27 Friendship 600,7,3,0
1997-04-15,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Yakovlev 40,6,6,0
1997-04-16,"Near Sorei, Niger",Military - Niger Air Force,Lockheed C-130H Hercules,14,14,0
1997-04-19,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,British Aerospace ATP,53,15,0
1997-04-23,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-26,36,36,0
1997-05-08,"Huangtian, China",China Southern Airlines,Boeing B-737-31B,74,35,0
1997-06-06,"Near Irumu, Congo",Bazair,Vickers Viscount 781D,27,27,0
1997-06-10,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,12,7,0
1997-07-03,"Madh Island, India",Elbee Airlines,Fokker F-27 Friendship 200,2,2,0
1997-07-06,"Near Saravena, Colombia",Military - Colombian Army,Mil Mi-17 (helicopter),29,25,0
1997-07-09,"Suzano, Brazil",TAM (Brazil),Fokker 100,60,1,0
1997-07-11,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,Antonov AN-24,44,44,0
1997-07-17,"Bandung, Indonesia",Sempati Air,Fokker F-27 Friendship 600,50,30,0
1997-07-18,"Goroka,  New Guinea",Goroka Air Services,de Havilland Canada DHC-6 Twin Otter 300,4,2,0
1997-07-29,"Calabar , Nigeria",ADC Airlines,BAC One-Eleven 203AE,55,1,0
1997-07-30,"Florence, Italy",Air Littoral,Aerospatiale ATR-42-512,17,1,0
1997-08-06,"Agana, Guam",Korean Airlines,Boeing B-747-300,254,228,0
1997-08-07,"Miami, Florida",Fine Air,McDonnell Douglas DC-8-61F,4,4,1
1997-08-10,"Matsu Island, Taiwan",Formosa Airlines,Dornier DO-228-212,16,16,0
1997-08-29,"Puerto Inirida, Venezuela",SATENA,Pilatus PC-6 Turbo Porter / Cessna 206,12,12,0
1997-09-03,"Phnom Penh, Cambodia",Vietnam Airlines,Tupolev TU-134,66,65,0
1997-09-06,"Near Miri, Malaysia",Borneo Airways,Dornier 228-212,10,10,0
1997-09-12,"Near Uvira, Zaire",TMK Air Commuter,de Havilland Canada DHC-6 Twin Otter 300,22,22,0
1997-09-13,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,Tupolev TU-154M / C-141 Starlifter,33,33,0
1997-09-26,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,Airbus A300-B4-200,234,234,0
1997-10-08,"Near Montrose, Colorado",Scenic Airlines,Cessna 208B Caravan I,9,9,0
1997-10-10,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),McDonnell Douglas DC-9-32,74,74,0
1997-10-10,"Taipei, Taiwan",Military - Republic of China Air Force,Lockheed C-130H Hercules,5,5,0
1997-10-12,"Monterey Bay, near Pacific Grove, California",Private,Rutan Long EZ (experimental aircraft),1,1,0
1997-10-29,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,Yakovlev YAK-40,26,2,0
1997-11-08,"Near Barrow, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,8,8,0
1997-12-05,"Irkutsk-2, Russia",Military - Russian Air Force,Antonov AN-124-100,23,23,44
1997-12-09,"Little Grand Rapids, Canada",Sowind Air,Embraer 110P1 Bandeirante,17,4,0
1997-12-13,"La Veriente, Bolivia",STAP,Swearingen SA-226T Metro II,19,10,0
1997-12-15,"Sharjah, United Arab Emirates",Tajikistan Airlines,Tupolev TU-154,86,85,0
1997-12-17,"Fotina, Greece",Aerosweet Airlines (LVOV),Yakovlev YAK-42,70,70,0
1997-12-19,"Near Palembang, Indonesia",SilkAir,Boeing B-737-300,104,104,0
1997-12-20,"Tanagra, Greece",Military - Greek Air Force,Lockheed C-130H Hercules,5,5,0
1997-12-27,"Atlantic Ocean, off Angola",Renan Airways,Antonov An-72,5,5,0
1997-12-28,Over the Pacific Ocean,United Air Lines,Boeing B-747-122,393,1,0
1997-12-31,"Rio Sidra, Panama",Parsa,Britten Norman BN-2A Trislander,10,10,0
1998-01-13,"Brno, Czech Republic",Aeroservice International,Let 410UVP,2,2,0
1998-01-13,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,Antonov AN-12BP,51,51,0
1998-01-27,"Yangon (Rangoon), Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,45,16,0
1998-02-02,"Cagyan de Oro, Philippines",Cebu Pacific Air,McDonnell Douglas DC-9-32,104,104,0
1998-02-03,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,Grummand EA-6B,2,0,20
1998-02-04,"Terceira, Portugal",Air Luxor,Antonov 12BP,7,7,0
1998-02-05,"Near Navafria, Spain",Military - Spanish Air Force,CASA 212-S1 Aviocar 100,5,5,0
1998-02-12,"Near Nasir, Sudan",Military - Sudan Air Force,Antonov AN-32,57,27,0
1998-02-16,"Taipei, Taiwan",China Airlines (Taiwan),Airbus A300-622R,196,196,7
1998-03-10,"Mombasa, Kenya",Air Memphis,Boeing 707-336C,6,6,0
1998-03-18,"Off Hsinchu, Taiwan",Formosa Airlines,Saab340B,13,13,0
1998-03-19,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,Boeing B-727-228,45,45,0
1998-03-22,"Bacolod, Philippines",Philippine Air Lines,Airbus A.320-214,127,0,3
1998-03-28,"Piura, Peru",Fuerza Aérea del Peru,Antonov AN-32,55,22,1
1998-03-31,"Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,Convair CV-240-53,4,2,0
1998-04-20,"Near Bogota, Colombia",Air France,Boeing B-727-230,53,53,0
1998-05-05,"Andoas, Peru",Fuerza Aérea del Peru,Boeing B-737-282,88,75,0
1998-05-12,"Near Nema, Mauritania",Military - Mauritanian Air Force,Xian Yunshuji Y-7-100C,42,39,0
1998-05-25,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Yakovlev YAK-40,26,26,0
1998-05-25,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,Bell 206L-3,5,5,0
1998-05-26,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,28,28,0
1998-06-18,"Montreal, Canada",Propair,Swearingen SA-226TC Metroliner II,11,11,0
1998-06-25,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BA,6,6,0
1998-07-13,"Off Rasal, United Arab Emirates",ATI Aircompany,Ilyushin 76MD,8,8,0
1998-07-16,"Córdoba, Argentina",Alas del Sur,Rockwell Sabreliner 60,3,3,0
1998-07-17,"Asmara, Eritrea",Ukraine Aviation Transport Company,Ilyushin II-76,10,10,0
1998-07-23,"Pico de Orizaba, Mexico",Military - Mexican Air Force,Shorts SC-7 Skyvan 3-100,4,4,0
1998-07-27,"Southhampton, England",Plane Sailing,Consolidated PBY-5A Catalina,18,4,0
